experiment,algorithm,seed,independentVariable,submittedTasks,completedTasks,deadlineMetTasks,totalCost,dsr,act,cue,avgActiveVms,creditStarvationEvents,fallbackActiveVmSlots,runtimeMs
burst_sensitivity,CEMA,10028,1.1,3500,3373,1836,13.363673333327984,52.457142857142856,59.35250518825971,99.92976815688233,23.861805555555556,32235.0,2113.0,0.011451370967741936
burst_sensitivity,CEMA,10029,1.1,3500,3355,1783,13.359053333328571,50.94285714285714,56.80894187779434,99.90991922264719,23.79861111111111,32295.0,1965.0,0.01743860103626943
burst_sensitivity,AMRP,10000,1.5,3500,3317,1657,15.239053333325842,47.34285714285714,52.8287609285499,99.8922557540558,26.853472222222223,37895.0,605.0,0.039747104247104245
burst_sensitivity,AMRP,10001,1.5,3500,3420,2116,15.143379999992122,60.457142857142856,48.737719298245615,99.88436894650573,25.947916666666668,35249.0,1890.0,0.05745739710789767
burst_sensitivity,AMRP,10002,1.5,3500,3406,2205,15.462413333325573,63.0,50.71814445096888,99.88148582909128,26.25486111111111,35721.0,1704.0,0.05101358267716535
burst_sensitivity,AMRP,10003,1.5,3500,3424,2346,15.008439999992545,67.02857142857142,44.21378504672897,99.8529623119189,25.080555555555556,34243.0,1656.0,0.05207361751152074
burst_sensitivity,AMRP,10004,1.5,3500,3337,1900,15.288919999992242,54.285714285714285,53.37488762361402,99.89086531429665,26.61875,36718.0,1440.0,0.0358717261904762
burst_sensitivity,AMRP,10005,1.5,3500,3451,2021,15.96969999999171,57.74285714285714,51.05157925239061,99.8884265585735,27.35972222222222,38070.0,1098.0,0.04136761811023622
burst_sensitivity,AMRP,10006,1.5,3500,3446,2327,15.633099999991703,66.48571428571428,47.59286128845038,99.8785557475828,26.44236111111111,36733.0,1159.0,0.03766955602536998
burst_sensitivity,AMRP,10007,1.5,3500,3422,2035,15.566713333324538,58.142857142857146,48.48246639392168,98.66284822751476,26.37013888888889,36160.0,1458.0,0.03819079754601227
burst_sensitivity,AMRP,10008,1.5,3500,3428,2416,15.478153333325738,69.02857142857142,47.13098016336056,99.23846976963982,26.29652777777778,35655.0,1714.0,0.06499310344827587
burst_sensitivity,AMRP,10009,1.5,3500,3419,2170,15.409186666659114,62.0,48.823925124305354,99.86726197658984,26.131944444444443,35682.0,1643.0,0.0381624203821656
burst_sensitivity,AMRP,10010,1.5,3500,3404,1872,15.649293333325426,53.48571428571429,52.238836662749705,99.31963598112351,27.51736111111111,38614.0,630.0,0.028368939393939394
burst_sensitivity,AMRP,10011,1.5,3500,3309,1681,14.527939999994397,48.02857142857143,50.82683590208522,99.87421157612896,24.483333333333334,33485.0,1675.0,0.03213100338218715
burst_sensitivity,AMRP,10012,1.5,3500,3416,2161,15.78161333332531,61.74285714285714,50.545081967213115,99.87339241687212,27.680555555555557,38969.0,558.0,0.03487433366238894
burst_sensitivity,AMRP,10013,1.5,3500,3425,2232,15.313833333326,63.77142857142857,47.42102189781022,99.89558701593833,25.152083333333334,33961.0,2078.0,0.04702888643880926
burst_sensitivity,AMRP,10014,1.5,3500,3423,2336,15.641566666658797,66.74285714285715,49.5056967572305,99.89867018233919,26.747222222222224,36957.0,1284.0,0.025145454545454547
burst_sensitivity,AMRP,10015,1.5,3500,3401,2279,15.58521333332502,65.11428571428571,47.05116142311085,99.2709886381163,26.504166666666666,36507.0,1342.0,0.03440835164835165
burst_sensitivity,AMRP,10016,1.5,3500,3433,1673,15.552399999992058,47.8,55.5697640547626,99.88099285957158,26.06736111111111,35621.0,1800.0,0.04170226570545829
burst_sensitivity,AMRP,10017,1.5,3500,3398,1833,15.587633333325718,52.371428571428574,53.71983519717481,99.89708277409669,27.233333333333334,37996.0,1045.0,0.036043473792394656
burst_sensitivity,AMRP,10018,1.5,3500,3404,2123,15.609173333324847,60.65714285714286,50.57491186839013,99.89677023712183,27.311805555555555,38369.0,732.0,0.04117637795275591
burst_sensitivity,AMRP,10019,1.5,3500,3431,2281,15.25993333332591,65.17142857142858,47.0734479743515,99.87437046260575,25.778472222222224,35161.0,1556.0,0.05045712731229597
burst_sensitivity,AMRP,10020,1.5,3500,3424,1614,15.840439999991897,46.114285714285714,53.32096962616822,99.86803313210726,27.416666666666668,38723.0,525.0,0.031480687563195144
burst_sensitivity,AMRP,10021,1.5,3500,3421,2173,14.878133333328261,62.08571428571429,45.68342589885998,99.89324834457578,23.700694444444444,30697.0,3373.0,0.05357685185185185
burst_sensitivity,AMRP,10022,1.5,3500,3420,1779,15.316766666658658,50.82857142857143,52.53333333333333,99.23313833351163,26.084027777777777,35761.0,1653.0,0.0423950991831972
burst_sensitivity,AMRP,10023,1.5,3500,3408,2291,15.745033333325498,65.45714285714286,47.01731220657277,98.29559244419004,27.48611111111111,38763.0,274.0,0.03389598880597015
burst_sensitivity,AMRP,10024,1.5,3500,3446,1930,16.039159999991586,55.142857142857146,53.692106790481716,99.8833993427963,28.09722222222222,39429.0,670.0,0.046463119927862936
burst_sensitivity,AMRP,10025,1.5,3500,3426,2082,15.695813333325773,59.48571428571429,51.49883245767659,99.88317005723596,27.034027777777776,37365.0,1403.0,0.03886001984126984
burst_sensitivity,AMRP,10026,1.5,3500,3444,2024,15.669913333325361,57.82857142857143,50.782229965156795,99.87173513854249,26.292361111111113,35924.0,1737.0,0.05562876404494382
burst_sensitivity,AMRP,10027,1.5,3500,3430,1913,15.578619999992116,54.65714285714286,52.5466472303207,99.88865740342177,26.566666666666666,36343.0,1812.0,0.034094274028629856
burst_sensitivity,AMRP,10028,1.5,3500,3413,1958,15.590033333325435,55.94285714285714,51.228537943158514,99.87378350549706,27.504166666666666,38874.0,403.0,0.030117261330761813
burst_sensitivity,AMRP,10029,1.5,3500,3422,1738,15.59359333332558,49.65714285714286,51.48977206312098,99.86992918945074,26.389583333333334,36550.0,1285.0,0.032245157894736844
burst_sensitivity,BADP,10000,1.5,3500,3493,3493,12.066666666665594,99.8,4.150873174921271,57.23094170403587,5.245138888888889,0.0,7533.0,0.011714671814671816
burst_sensitivity,BADP,10001,1.5,3500,3499,3499,11.891413333332288,99.97142857142858,4.519577022006287,65.55755395683454,5.1722222222222225,4.0,7420.0,0.025660400444938822
burst_sensitivity,BADP,10002,1.5,3500,3499,3499,12.190293333332253,99.97142857142858,3.41926264647042,60.29106029106029,5.2972222222222225,3.0,7612.0,0.014806200787401575
burst_sensitivity,BADP,10003,1.5,3500,3498,3498,11.866879999998956,99.94285714285714,3.799028016009148,60.33229491173417,5.157638888888889,2.0,7409.0,0.025442396313364056
burst_sensitivity,BADP,10004,1.5,3500,3498,3498,12.211039999998917,99.94285714285714,3.5265866209262438,56.96559503666103,5.303472222222222,0.0,7628.0,0.014835813492063492
burst_sensitivity,BADP,10005,1.5,3500,3500,3500,12.044533333332264,100.0,3.899714285714286,65.5110310670869,5.2375,1.0,7517.0,0.008750098425196851
burst_sensitivity,BADP,10006,1.5,3500,3500,3500,12.044266666665603,100.0,3.7422857142857144,67.5,5.235416666666667,1.0,7519.0,0.020004862579281187
burst_sensitivity,BADP,10007,1.5,3500,3500,3500,12.26159999999891,100.0,3.7534285714285716,57.11073636874649,5.3277777777777775,2.0,7657.0,0.012634253578732105
burst_sensitivity,BADP,10008,1.5,3500,3500,3500,12.033279999998937,100.0,4.572,63.04347826086956,5.229861111111111,1.0,7513.0,0.01878498985801217
burst_sensitivity,BADP,10009,1.5,3500,3500,3500,12.016426666665607,100.0,4.521714285714285,69.40239043824701,5.225694444444445,3.0,7499.0,0.014667409766454354
burst_sensitivity,BADP,10010,1.5,3500,3499,3499,12.112319999998927,99.97142857142858,3.3966847670763074,53.30882352941177,5.261805555555555,1.0,7565.0,0.02202054924242424
burst_sensitivity,BADP,10011,1.5,3500,3494,3494,11.870399999998957,99.82857142857142,4.236977676016028,63.25648414985591,5.163888888888889,2.0,7406.0,0.01146335963923337
burst_sensitivity,BADP,10012,1.5,3500,3500,3500,12.064159999998934,100.0,3.9494285714285713,53.56489945155393,5.2444444444444445,1.0,7531.0,0.023694373149062194
burst_sensitivity,BADP,10013,1.5,3500,3500,3500,12.11423999999893,100.0,4.4714285714285715,63.15028901734104,5.267361111111111,1.0,7561.0,0.014513450937155458
burst_sensitivity,BADP,10014,1.5,3500,3500,3500,12.096106666665596,100.0,3.7605714285714287,57.08661417322835,5.2555555555555555,0.0,7554.0,0.00959060939060939
burst_sensitivity,BADP,10015,1.5,3500,3496,3496,12.331359999998904,99.88571428571429,4.02116704805492,70.97017742544357,5.360416666666667,3.0,7698.0,0.034029120879120876
burst_sensitivity,BADP,10016,1.5,3500,3500,3500,12.038026666665603,100.0,3.6014285714285714,57.014084507042256,5.229166666666667,1.0,7519.0,0.011766426364572606
