experiment,algorithm,seed,independentVariable,submittedTasks,completedTasks,deadlineMetTasks,totalCost,dsr,act,cue,avgActiveVms,creditStarvationEvents,fallbackActiveVmSlots,runtimeMs
deadline_satisfaction,HPA,10001,0.8,250,151,90,0.5077333333333384,36.0,38.78145695364238,86.35289712869242,8.625,2017.0,1.0,0.00999925925925926
deadline_satisfaction,HPA,10002,0.8,250,164,88,0.4867600000000051,35.2,37.353658536585364,99.70227899313203,8.566666666666666,2014.0,1.0,0.00752463768115942
deadline_satisfaction,AMRP,10000,1.3,250,175,117,0.6395466666666778,46.8,35.542857142857144,99.7262860588366,9.8,2296.0,3.0,0.013367910447761193
deadline_satisfaction,AMRP,10001,1.3,250,173,125,0.70446666666668,50.0,31.167630057803468,99.76179827716959,9.904166666666667,2337.0,14.0,0.006094074074074074
deadline_satisfaction,AMRP,10002,1.3,250,187,129,0.7004400000000118,51.6,29.90909090909091,99.7296656742064,9.941666666666666,2309.0,0.0,0.01051376811594203
deadline_satisfaction,BADP,10000,1.3,250,230,230,0.6370666666666684,92.0,3.4608695652173913,72.57493948985291,1.675,1.0,396.0,0.009061194029850747
deadline_satisfaction,BADP,10001,1.3,250,232,232,0.7487200000000049,92.8,3.935344827586207,60.53832541678308,1.9625,1.0,466.0,0.01536740740740741
deadline_satisfaction,BADP,10002,1.3,250,241,241,0.6810933333333363,96.4,4.4979253112033195,60.68479168599796,1.7958333333333334,3.0,422.0,0.005968840579710145
deadline_satisfaction,BADP_PLUS,10000,1.3,250,230,230,0.6372800000000017,92.0,3.5043478260869567,72.52378287632904,1.6708333333333334,0.0,397.0,0.02407238805970149
deadline_satisfaction,BADP_PLUS,10001,1.3,250,232,232,0.7489333333333383,92.8,3.9310344827586206,60.46468228048894,1.9583333333333333,0.0,467.0,0.029026666666666666
deadline_satisfaction,BADP_PLUS,10002,1.3,250,241,241,0.6769333333333363,96.4,4.54356846473029,60.46468228048894,1.7708333333333333,0.0,422.0,0.011913768115942028
deadline_satisfaction,CDASCALER,10000,1.3,250,175,96,0.621440000000012,38.4,36.55428571428571,99.77620442708333,9.195833333333333,2134.0,53.0,0.03618283582089552
